,Unnamed: 0,originalfile,renamedfile,samplenumber,prompt,prompttexts
3861,3861,DR5/FLJA0/SX88.WAV,sample3862.WAV,sample3862,SX88,FLYING STANDBY CAN BE PRACTICAL IF YOU WANT TO SAVE MONEY
3862,3862,DR5/FLJA0/SX448.WAV,sample3863.WAV,sample3863,SX448,SPHERICAL GIFTS ARE DIFFICULT TO WRAP
3863,3863,DR5/FLJA0/SI2338.WAV,sample3864.WAV,sample3864,SI2338,I'VE GOT TO BATHE MY FEET
3864,3864,DR5/FLJA0/SI1078.WAV,sample3865.WAV,sample3865,SI1078,THE SMELL IS SEXUAL BUT SO POWERFULLY SO THAT A CIVILIZED NOSE MUST DENY IT
3865,3865,DR5/FLJA0/SA2.WAV,sample3866.WAV,sample3866,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
3866,3866,DR5/FLJA0/SA1.WAV,sample3867.WAV,sample3867,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
3867,3867,DR5/FLJA0/SX358.WAV,sample3868.WAV,sample3868,SX358,GEORGE SELDOM WATCHES DAYTIME MOVIES
3868,3868,DR5/FLJA0/SX178.WAV,sample3869.WAV,sample3869,SX178,SHE ENCOURAGED HER CHILDREN TO MAKE THEIR OWN HALLOWEEN COSTUMES
3869,3869,DR5/FLJA0/SX268.WAV,sample3870.WAV,sample3870,SX268,THE JAW OPERATES BY USING ANTAGONISTIC MUSCLES
3870,3870,DR5/FDTD0/SX211.WAV,sample3871.WAV,sample3871,SX211,ONLY THE BEST PLAYERS ENJOY POPULARITY
3871,3871,DR5/FDTD0/SX321.WAV,sample3872.WAV,sample3872,SX321,THE GROUNDHOG CLEARLY SAW HIS SHADOW BUT STAYED OUT ONLY A MOMENT
3872,3872,DR5/FDTD0/SX391.WAV,sample3873.WAV,sample3873,SX391,THEY ALL LIKE LONG HOT SHOWERS
3873,3873,DR5/FDTD0/SI1561.WAV,sample3874.WAV,sample3874,SI1561,THE SURGEON CARRIED A CAGE OF LIVE PIGEONS
3874,3874,DR5/FDTD0/SA2.WAV,sample3875.WAV,sample3875,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
3875,3875,DR5/FDTD0/SA1.WAV,sample3876.WAV,sample3876,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
3876,3876,DR5/FDTD0/SI2191.WAV,sample3877.WAV,sample3877,SI2191,SHE DIDN'T EVEN GIVE ME A CHANCE TO REFUSE
3877,3877,DR5/FDTD0/SX121.WAV,sample3878.WAV,sample3878,SX121,TRESPASSING IS FORBIDDEN AND SUBJECT TO PENALTY
3878,3878,DR5/FDTD0/SX301.WAV,sample3879.WAV,sample3879,SX301,WE LIKE BLEU CHEESE BUT VICTOR PREFERS SWISS CHEESE
3879,3879,DR5/FDTD0/SI931.WAV,sample3880.WAV,sample3880,SI931,OFTEN SHE FAILS TO GAIN SEXUAL SATISFACTION
3880,3880,DR5/MJDM0/SX440.WAV,sample3881.WAV,sample3881,SX440,THE ADVERTISING VERSE OF PLYMOUTH VARIETY STORE NEVER CHANGES
3881,3881,DR5/MJDM0/SI1937.WAV,sample3882.WAV,sample3882,SI1937,THEY WERE ALL GOOD MEN
3882,3882,DR5/MJDM0/SI974.WAV,sample3883.WAV,sample3883,SI974,THEN WE WERE OFF AGAIN
3883,3883,DR5/MJDM0/SX170.WAV,sample3884.WAV,sample3884,SX170,THE MAYAN NEOCLASSIC SCHOLAR DISAPPEARED WHILE SURVEYING ANCIENT RUINS
3884,3884,DR5/MJDM0/SI1340.WAV,sample3885.WAV,sample3885,SI1340,THE SHOCK THERAPIES ACT LIKEWISE ON THE HYPOTHALAMIC BALANCE
3885,3885,DR5/MJDM0/SA2.WAV,sample3886.WAV,sample3886,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
3886,3886,DR5/MJDM0/SX260.WAV,sample3887.WAV,sample3887,SX260,REMEMBER TO ALLOW IDENTICAL TWINS TO ENTER FREELY
3887,3887,DR5/MJDM0/SA1.WAV,sample3888.WAV,sample3888,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
3888,3888,DR5/MJDM0/SX350.WAV,sample3889.WAV,sample3889,SX350,MANY WEALTHY TYCOONS SPLURGED AND BOUGHT BOTH A YACHT AND A SCHOONER
3889,3889,DR5/MJDM0/SX80.WAV,sample3890.WAV,sample3890,SX80,IT'S ILLEGAL TO POSTDATE A CHECK
3890,3890,DR5/FSAG0/SX63.WAV,sample3891.WAV,sample3891,SX63,CONTINENTAL DRIFT IS A GEOLOGICAL THEORY
3891,3891,DR5/FSAG0/SX243.WAV,sample3892.WAV,sample3892,SX243,THEY ALL AGREE THAT THE ESSAY IS BARELY INTELLIGIBLE
3892,3892,DR5/FSAG0/SI1323.WAV,sample3893.WAV,sample3893,SI1323,LOUSINESS IS A PREREQUISITE FOR EPIDEMIC TYPHUS
3893,3893,DR5/FSAG0/SX333.WAV,sample3894.WAV,sample3894,SX333,AN ADULT MALE BABOON'S TEETH ARE NOT SUITABLE FOR EATING SHELLFISH
3894,3894,DR5/FSAG0/SA2.WAV,sample3895.WAV,sample3895,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
3895,3895,DR5/FSAG0/SA1.WAV,sample3896.WAV,sample3896,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
3896,3896,DR5/FSAG0/SX423.WAV,sample3897.WAV,sample3897,SX423,SMASH LIGHTBULBS AND THEIR CASH VALUE WILL DIMINISH TO NOTHING
3897,3897,DR5/FSAG0/SX153.WAV,sample3898.WAV,sample3898,SX153,SCHOLASTIC APTITUDE IS JUDGED BY STANDARDIZED TESTS
3898,3898,DR5/FSAG0/SI1953.WAV,sample3899.WAV,sample3899,SI1953,WHERE'RE YOU TAKIN' ME
3899,3899,DR5/FSAG0/SI693.WAV,sample3900.WAV,sample3900,SI693,HE WHO DOES NOT LOVE ABIDES IN DEATH
3900,3900,DR5/MMWB0/SX359.WAV,sample3901.WAV,sample3901,SX359,THE SYSTEM MAY BREAK DOWN SOON SO SAVE YOUR FILES FREQUENTLY
3901,3901,DR5/MMWB0/SX269.WAV,sample3902.WAV,sample3902,SX269,DO ATYPICAL FARMERS GROW OATS
3902,3902,DR5/MMWB0/SX89.WAV,sample3903.WAV,sample3903,SX89,IT'S HARD TO TELL AN ORIGINAL FROM A FORGERY
3903,3903,DR5/MMWB0/SA2.WAV,sample3904.WAV,sample3904,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
3904,3904,DR5/MMWB0/SA1.WAV,sample3905.WAV,sample3905,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
3905,3905,DR5/MMWB0/SI1619.WAV,sample3906.WAV,sample3906,SI1619,LIFT DON'T SHOVE LIFT
3906,3906,DR5/MMWB0/SX179.WAV,sample3907.WAV,sample3907,SX179,WE COULD BARELY SEE THE FJORDS THROUGH THE SNOW FLURRIES
3907,3907,DR5/MMWB0/SI2249.WAV,sample3908.WAV,sample3908,SI2249,DID YOU KNOW HE IS ADVERTISING HIS HAM-RADIO EQUIPMENT FOR SALE THIS WEEKEND
3908,3908,DR5/MMWB0/SX449.WAV,sample3909.WAV,sample3909,SX449,RALPH PREPARED RED SNAPPER WITH FRESH LEMON SAUCE FOR DINNER
3909,3909,DR5/MMWB0/SI989.WAV,sample3910.WAV,sample3910,SI989,THE SITUATION INVOLVED SOME POLITICAL PERILS
3910,3910,DR5/MDHL0/SX359.WAV,sample3911.WAV,sample3911,SX359,THE SYSTEM MAY BREAK DOWN SOON SO SAVE YOUR FILES FREQUENTLY
3911,3911,DR5/MDHL0/SX269.WAV,sample3912.WAV,sample3912,SX269,DO ATYPICAL FARMERS GROW OATS
3912,3912,DR5/MDHL0/SX89.WAV,sample3913.WAV,sample3913,SX89,IT'S HARD TO TELL AN ORIGINAL FROM A FORGERY
3913,3913,DR5/MDHL0/SA2.WAV,sample3914.WAV,sample3914,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
3914,3914,DR5/MDHL0/SA1.WAV,sample3915.WAV,sample3915,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
3915,3915,DR5/MDHL0/SI1439.WAV,sample3916.WAV,sample3916,SI1439,SIMPLE ELONGATION HAS BEEN TREATED IN DETAIL
3916,3916,DR5/MDHL0/SX179.WAV,sample3917.WAV,sample3917,SX179,WE COULD BARELY SEE THE FJORDS THROUGH THE SNOW FLURRIES
3917,3917,DR5/MDHL0/SX449.WAV,sample3918.WAV,sample3918,SX449,RALPH PREPARED RED SNAPPER WITH FRESH LEMON SAUCE FOR DINNER
3918,3918,DR5/MDHL0/SI809.WAV,sample3919.WAV,sample3919,SI809,TOPOGRAPHY  TOPOGRAPHY IS VERY IMPORTANT
3919,3919,DR5/MDHL0/SI2069.WAV,sample3920.WAV,sample3920,SI2069,HIS HEAD CAME UP AND HE SAID IT DEFIANTLY
3920,3920,DR5/FKKH0/SX390.WAV,sample3921.WAV,sample3921,SX390,HE PICKED UP NINE PAIRS OF SOCKS FOR EACH BROTHER
3921,3921,DR5/FKKH0/SI660.WAV,sample3922.WAV,sample3922,SI660,HISTORICAL EXISTENCE IS A CREATED GOOD
3922,3922,DR5/FKKH0/SX210.WAV,sample3923.WAV,sample3923,SX210,JEFF'S TOY GO-CART NEVER WORKED
3923,3923,DR5/FKKH0/SX120.WAV,sample3924.WAV,sample3924,SX120,THE COYOTE BOBCAT AND HYENA ARE WILD ANIMALS
3924,3924,DR5/FKKH0/SA2.WAV,sample3925.WAV,sample3925,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
3925,3925,DR5/FKKH0/SI1920.WAV,sample3926.WAV,sample3926,SI1920,LIPS PURSED MOURNFULLY HE STARED DOWN AT ITS CRAZILY SAGGING LEFT SIDE
3926,3926,DR5/FKKH0/SA1.WAV,sample3927.WAV,sample3927,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
3927,3927,DR5/FKKH0/SX30.WAV,sample3928.WAV,sample3928,SX30,GET A CALICO CAT TO KEEP
3928,3928,DR5/FKKH0/SI1290.WAV,sample3929.WAV,sample3929,SI1290,ONE OF THESE IS THE SOLIDARITY AND THE CONFIDENTIAL RELATIONSHIP OF MARRIAGE
3929,3929,DR5/FKKH0/SX300.WAV,sample3930.WAV,sample3930,SX300,AMOEBAS CHANGE SHAPE CONSTANTLY
3930,3930,DR5/FEXM0/SI482.WAV,sample3931.WAV,sample3931,SI482,THERE WAS NO CONFIRMATION OF SUCH MASSIVE ASSAULTS FROM INDEPENDENT SOURCES
3931,3931,DR5/FEXM0/SX381.WAV,sample3932.WAV,sample3932,SX381,WE WELCOME MANY NEW STUDENTS EACH YEAR
3932,3932,DR5/FEXM0/SI1101.WAV,sample3933.WAV,sample3933,SI1101,THEN HE THOUGHT ME MORE PERVERSE THAN EVER
3933,3933,DR5/FEXM0/SA2.WAV,sample3934.WAV,sample3934,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
3934,3934,DR5/FEXM0/SA1.WAV,sample3935.WAV,sample3935,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
3935,3935,DR5/FEXM0/SX111.WAV,sample3936.WAV,sample3936,SX111,HIS SUDDEN DEPARTURE SHOCKED THE CAST
3936,3936,DR5/FEXM0/SX366.WAV,sample3937.WAV,sample3937,SX366,WILL YOU PLEASE CONFIRM GOVERNMENT POLICY REGARDING WASTE REMOVAL
3937,3937,DR5/FEXM0/SX201.WAV,sample3938.WAV,sample3938,SX201,APPROACH YOUR INTERVIEW WITH STATUESQUE COMPOSURE
3938,3938,DR5/FEXM0/SX291.WAV,sample3939.WAV,sample3939,SX291,THE AVALANCHE TRIGGERED A MINOR EARTHQUAKE
3939,3939,DR5/FEXM0/SI1731.WAV,sample3940.WAV,sample3940,SI1731,JEOPARDIZE IT NOW TO CORRECT SO OLD A WRONG
3940,3940,DR5/MWSH0/SX166.WAV,sample3941.WAV,sample3941,SX166,BIOLOGISTS USE RADIOACTIVE ISOTOPES TO STUDY MICROORGANISMS
3941,3941,DR5/MWSH0/SI796.WAV,sample3942.WAV,sample3942,SI796,THE FILTERED AIR BENEFITS ALLERGIES ASTHMA SINUS HAY FEVER
3942,3942,DR5/MWSH0/SX76.WAV,sample3943.WAV,sample3943,SX76,GENTLY PLACE JIM'S FOAM SCULPTURE IN THE BOX
3943,3943,DR5/MWSH0/SX346.WAV,sample3944.WAV,sample3944,SX346,THE BARRACUDA RECOILED FROM THE SERPENT'S POISONOUS FANGS
3944,3944,DR5/MWSH0/SX256.WAV,sample3945.WAV,sample3945,SX256,THE IRATE ACTOR STOMPED AWAY IDIOTICALLY
3945,3945,DR5/MWSH0/SA2.WAV,sample3946.WAV,sample3946,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
3946,3946,DR5/MWSH0/SA1.WAV,sample3947.WAV,sample3947,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
3947,3947,DR5/MWSH0/SI1426.WAV,sample3948.WAV,sample3948,SI1426,HIS SINUOUS MELODY IS A SORT OF NAIVE TRANSCENDENCE OF ALL EXPERIENCE
3948,3948,DR5/MWSH0/SI2266.WAV,sample3949.WAV,sample3949,SI2266,HIS MANHOOD HAD BEEN ATTACKED
3949,3949,DR5/MWSH0/SX436.WAV,sample3950.WAV,sample3950,SX436,PLEASE SING JUST THE CLUB THEME
3950,3950,DR5/FPMY0/SX253.WAV,sample3951.WAV,sample3951,SX253,BY EATING YOGURT YOU MAY LIVE LONGER
3951,3951,DR5/FPMY0/SI1153.WAV,sample3952.WAV,sample3952,SI1153,IN AN IDEOLOGICAL ARGUMENT THE PARTICIPANTS TEND TO THUMP THE TABLE
3952,3952,DR5/FPMY0/SI523.WAV,sample3953.WAV,sample3953,SI523,UNDER THIS LAW ANNUAL GRANTS ARE GIVEN TO SYSTEMS IN SUBSTANTIAL AMOUNTS
3953,3953,DR5/FPMY0/SX73.WAV,sample3954.WAV,sample3954,SX73,CLIFF'S DISPLAY WAS MISPLACED ON THE SCREEN
3954,3954,DR5/FPMY0/SX343.WAV,sample3955.WAV,sample3955,SX343,THE FRIGHTENED CHILD WAS GENTLY SUBDUED BY HIS BIG BROTHER
3955,3955,DR5/FPMY0/SX163.WAV,sample3956.WAV,sample3956,SX163,THEY REMAINED LIFELONG FRIENDS AND COMPANIONS
3956,3956,DR5/FPMY0/SA2.WAV,sample3957.WAV,sample3957,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
3957,3957,DR5/FPMY0/SA1.WAV,sample3958.WAV,sample3958,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
3958,3958,DR5/FPMY0/SI1783.WAV,sample3959.WAV,sample3959,SI1783,ROUGH CLOTH RASPED HIS FIST
3959,3959,DR5/FPMY0/SX196.WAV,sample3960.WAV,sample3960,SX196,HOW DO OYSTERS MAKE PEARLS
3960,3960,DR5/MWAC0/SI2231.WAV,sample3961.WAV,sample3961,SI2231,THEY WERE BOTH WALKING TOWARDS EACH OTHER UNHURRIED
3961,3961,DR5/MWAC0/SI971.WAV,sample3962.WAV,sample3962,SI971,THEN OFF AGAIN RUSHING TO KEEP UP
3962,3962,DR5/MWAC0/SX251.WAV,sample3963.WAV,sample3963,SX251,WE APPLY AUDITORY MODELING TO COMPUTER SPEECH RECOGNITION
3963,3963,DR5/MWAC0/SX431.WAV,sample3964.WAV,sample3964,SX431,THE FIFTH JAR CONTAINS BIG JUICY PEACHES
3964,3964,DR5/MWAC0/SA2.WAV,sample3965.WAV,sample3965,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
3965,3965,DR5/MWAC0/SA1.WAV,sample3966.WAV,sample3966,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
3966,3966,DR5/MWAC0/SX71.WAV,sample3967.WAV,sample3967,SX71,PORCUPINES RESEMBLE SEA URCHINS
3967,3967,DR5/MWAC0/SX341.WAV,sample3968.WAV,sample3968,SX341,THE HIGH SECURITY PRISON WAS SURROUNDED BY BARBED WIRE
3968,3968,DR5/MWAC0/SX161.WAV,sample3969.WAV,sample3969,SX161,AS A PRECAUTION THE OUTLAWS BOUGHT GUNPOWDER FOR THEIR STRONGHOLD
3969,3969,DR5/MWAC0/SI1601.WAV,sample3970.WAV,sample3970,SI1601,TWO CLOTTED BALLS THE COLOR OF MUCUS ROLLED BETWEEN FIERY LIDS
3970,3970,DR5/MRAM0/SX195.WAV,sample3971.WAV,sample3971,SX195,WOULD YOU ALLOW ACTS OF VIOLENCE
3971,3971,DR5/MRAM0/SX15.WAV,sample3972.WAV,sample3972,SX15,THE MUSEUM HIRES MUSICIANS EVERY EVENING
3972,3972,DR5/MRAM0/SA2.WAV,sample3973.WAV,sample3973,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
3973,3973,DR5/MRAM0/SI1905.WAV,sample3974.WAV,sample3974,SI1905,MEANWHILE SPRING HAD PASSED WELL INTO SUMMER
3974,3974,DR5/MRAM0/SI1275.WAV,sample3975.WAV,sample3975,SI1275,BLOCKADE IS ONE ANSWER OFFERED BY EXPERTS
3975,3975,DR5/MRAM0/SA1.WAV,sample3976.WAV,sample3976,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
3976,3976,DR5/MRAM0/SI1951.WAV,sample3977.WAV,sample3977,SI1951,HE WANTED TO SHOW THE TOWN WHAT HAPPENED TO ANYONE WHO TRIED TO START TROUBLE
3977,3977,DR5/MRAM0/SX285.WAV,sample3978.WAV,sample3978,SX285,RICH PURCHASED SEVERAL SIGNED LITHOGRAPHS
3978,3978,DR5/MRAM0/SX375.WAV,sample3979.WAV,sample3979,SX375,GROWING WELL-KEPT GARDENS IS VERY TIME CONSUMING
3979,3979,DR5/MRAM0/SX105.WAV,sample3980.WAV,sample3980,SX105,YOU MUST EXPLICITLY DELETE FILES
3980,3980,DR5/MTAT0/SX390.WAV,sample3981.WAV,sample3981,SX390,HE PICKED UP NINE PAIRS OF SOCKS FOR EACH BROTHER
3981,3981,DR5/MTAT0/SI1740.WAV,sample3982.WAV,sample3982,SI1740,PROBABLY AROUND MIDNIGHT GIVE OR TAKE AN HOUR EITHER WAY
3982,3982,DR5/MTAT0/SX210.WAV,sample3983.WAV,sample3983,SX210,JEFF'S TOY GO-CART NEVER WORKED
3983,3983,DR5/MTAT0/SX120.WAV,sample3984.WAV,sample3984,SX120,THE COYOTE BOBCAT AND HYENA ARE WILD ANIMALS
3984,3984,DR5/MTAT0/SA2.WAV,sample3985.WAV,sample3985,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
3985,3985,DR5/MTAT0/SA1.WAV,sample3986.WAV,sample3986,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
3986,3986,DR5/MTAT0/SX30.WAV,sample3987.WAV,sample3987,SX30,GET A CALICO CAT TO KEEP
3987,3987,DR5/MTAT0/SX300.WAV,sample3988.WAV,sample3988,SX300,AMOEBAS CHANGE SHAPE CONSTANTLY
3988,3988,DR5/MTAT0/SI1110.WAV,sample3989.WAV,sample3989,SI1110,THE SEASON BETWEEN SPRING AND SUMMER BELONGS TO LIFE IN ITS CAREFREE ASPECT
3989,3989,DR5/MTAT0/SI811.WAV,sample3990.WAV,sample3990,SI811,MEANWHILE THREE GREAT TERRIBLE FORCES WERE COAGULATING AND CRYSTALLIZING
3990,3990,DR5/MWCH0/SX92.WAV,sample3991.WAV,sample3991,SX92,A LARGE HOUSEHOLD NEEDS LOTS OF APPLIANCES
3991,3991,DR5/MWCH0/SA2.WAV,sample3992.WAV,sample3992,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
3992,3992,DR5/MWCH0/SI2252.WAV,sample3993.WAV,sample3993,SI2252,HALF SLYLY HE ENJOYED SEEING HER STOOP TO LIFT THE THINGS
3993,3993,DR5/MWCH0/SA1.WAV,sample3994.WAV,sample3994,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
3994,3994,DR5/MWCH0/SX452.WAV,sample3995.WAV,sample3995,SX452,IN DEVELOPING FILM MANY TOXIC CHEMICALS ARE USED
3995,3995,DR5/MWCH0/SI1622.WAV,sample3996.WAV,sample3996,SI1622,SHE KNEW SHE WAS FEELING AFRAID AND INWARDLY LAUGHED AT HERSELF
3996,3996,DR5/MWCH0/SX182.WAV,sample3997.WAV,sample3997,SX182,THICK GLUE OOZED OUT OF THE TUBE
3997,3997,DR5/MWCH0/SX362.WAV,sample3998.WAV,sample3998,SX362,THE ANNOYING RACCOONS SLIPPED INTO PHIL'S GARDEN EVERY NIGHT
3998,3998,DR5/MWCH0/SI1895.WAV,sample3999.WAV,sample3999,SI1895,IT MIGHT HURT YOU THOUGH
3999,3999,DR5/MWCH0/SX272.WAV,sample4000.WAV,sample4000,SX272,ALLOW EACH CHILD TO HAVE AN ICE POP
4000,4000,DR5/MEGJ0/SA2.WAV,sample4001.WAV,sample4001,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
4001,4001,DR5/MEGJ0/SX437.WAV,sample4002.WAV,sample4002,SX437,THEY USED AN AGGRESSIVE POLICEMAN TO FLAG THOUGHTLESS MOTORISTS
4002,4002,DR5/MEGJ0/SA1.WAV,sample4003.WAV,sample4003,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
4003,4003,DR5/MEGJ0/SI707.WAV,sample4004.WAV,sample4004,SI707,THE AVOCADO SHOULD HAVE A GIVE TO IT AS YOU HOLD IT WHEN IT IS RIPE
4004,4004,DR5/MEGJ0/SI1337.WAV,sample4005.WAV,sample4005,SI1337,THIS WAS CHIEFLY BECAUSE OF THE BLUISH WHITE AUTOFLUORESCENCE FROM THE CELLS
4005,4005,DR5/MEGJ0/SX167.WAV,sample4006.WAV,sample4006,SX167,EMPLOYEE LAYOFFS COINCIDED WITH THE COMPANY'S REORGANIZATION
4006,4006,DR5/MEGJ0/SX3.WAV,sample4007.WAV,sample4007,SX3,THIS WAS EASY FOR US
4007,4007,DR5/MEGJ0/SX257.WAV,sample4008.WAV,sample4008,SX257,WE ARE OPEN EVERY MONDAY EVENING
4008,4008,DR5/MEGJ0/SI1967.WAV,sample4009.WAV,sample4009,SI1967,TWELVE O'CLOCK LEVEL
4009,4009,DR5/MEGJ0/SX77.WAV,sample4010.WAV,sample4010,SX77,BAGPIPES AND BONGOS ARE MUSICAL INSTRUMENTS
4010,4010,DR5/FGDP0/SX88.WAV,sample4011.WAV,sample4011,SX88,FLYING STANDBY CAN BE PRACTICAL IF YOU WANT TO SAVE MONEY
4011,4011,DR5/FGDP0/SX448.WAV,sample4012.WAV,sample4012,SX448,SPHERICAL GIFTS ARE DIFFICULT TO WRAP
4012,4012,DR5/FGDP0/SA2.WAV,sample4013.WAV,sample4013,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
4013,4013,DR5/FGDP0/SA1.WAV,sample4014.WAV,sample4014,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
4014,4014,DR5/FGDP0/SX358.WAV,sample4015.WAV,sample4015,SX358,GEORGE SELDOM WATCHES DAYTIME MOVIES
4015,4015,DR5/FGDP0/SI1618.WAV,sample4016.WAV,sample4016,SI1618,HE'S GOT TO THAW SLOW
4016,4016,DR5/FGDP0/SX178.WAV,sample4017.WAV,sample4017,SX178,SHE ENCOURAGED HER CHILDREN TO MAKE THEIR OWN HALLOWEEN COSTUMES
4017,4017,DR5/FGDP0/SX268.WAV,sample4018.WAV,sample4018,SX268,THE JAW OPERATES BY USING ANTAGONISTIC MUSCLES
4018,4018,DR5/FGDP0/SI988.WAV,sample4019.WAV,sample4019,SI988,A KEROSENE SHAMPOO SEEMS A HEROIC TREATMENT BUT IT DID THE JOB
4019,4019,DR5/FGDP0/SI2248.WAV,sample4020.WAV,sample4020,SI2248,SHE ALWAYS COULD SENSE THE SHAG END OF A WOOLLY DAY
4020,4020,DR5/MRAV0/SX378.WAV,sample4021.WAV,sample4021,SX378,I JUST SAW JIM NEAR THE NEW ARCHEOLOGICAL MUSEUM
4021,4021,DR5/MRAV0/SX288.WAV,sample4022.WAV,sample4022,SX288,BRUSH FIRES ARE COMMON IN THE DRY UNDERBRUSH OF NEVADA
4022,4022,DR5/MRAV0/SX18.WAV,sample4023.WAV,sample4023,SX18,ALIMONY HARMS A DIVORCED MAN'S WEALTH
4023,4023,DR5/MRAV0/SX108.WAV,sample4024.WAV,sample4024,SX108,HIS SCALP WAS BLISTERED FROM TODAY'S HOT SUN
4024,4024,DR5/MRAV0/SA2.WAV,sample4025.WAV,sample4025,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
4025,4025,DR5/MRAV0/SA1.WAV,sample4026.WAV,sample4026,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
4026,4026,DR5/MRAV0/SI1638.WAV,sample4027.WAV,sample4027,SI1638,WHAT POSSESSED YOU TO TELL ME A CLOTHESHORSE WOULD BE A GOOD IDEA
4027,4027,DR5/MRAV0/SI1008.WAV,sample4028.WAV,sample4028,SI1008,CHESTNUTS ARE STARCHY
4028,4028,DR5/MRAV0/SX198.WAV,sample4029.WAV,sample4029,SX198,NORWEGIAN SWEATERS ARE MADE OF LAMB'S WOOL
4029,4029,DR5/MRAV0/SI2268.WAV,sample4030.WAV,sample4030,SI2268,NEEDLESS TO SAY MY ART SUFFERED DRASTICALLY DURING THIS TURBULENT PERIOD
4030,4030,DR5/MVLO0/SX67.WAV,sample4031.WAV,sample4031,SX67,LAST YEAR'S GAS SHORTAGE CAUSED STEEP PRICE INCREASES
4031,4031,DR5/MVLO0/SA2.WAV,sample4032.WAV,sample4032,SA2,DON'T ASK ME TO CARRY AN OILY RAG LIKE THAT
4032,4032,DR5/MVLO0/SI517.WAV,sample4033.WAV,sample4033,SI517,CONFUSION BECAME CHAOS EACH SUCCEEDING DAY BROUGHT NEW ACTS OF VIOLENCE
4033,4033,DR5/MVLO0/SA1.WAV,sample4034.WAV,sample4034,SA1,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR
4034,4034,DR5/MVLO0/SI1777.WAV,sample4035.WAV,sample4035,SI1777,WERE YOU ON DUTY HERE TWO WEEKS AGO
4035,4035,DR5/MVLO0/SX337.WAV,sample4036.WAV,sample4036,SX337,BOB BANDAGED BOTH WOUNDS WITH THE SKILL OF A DOCTOR
4036,4036,DR5/MVLO0/SX157.WAV,sample4037.WAV,sample4037,SX157,REMOVE THE SPLINTER WITH A PAIR OF TWEEZERS
4037,4037,DR5/MVLO0/SX427.WAV,sample4038.WAV,sample4038,SX427,EVERY CAB NEEDS REPAINTING OFTEN
4038,4038,DR5/MVLO0/SI1147.WAV,sample4039.WAV,sample4039,SI1147,CIVILIZATION IS WHAT MAN HAS MADE OF HIMSELF
4039,4039,DR5/MVLO0/SX247.WAV,sample4040.WAV,sample4040,SX247,THE CIGARETTES IN THE CLAY ASHTRAY OVERFLOWED ONTO THE OAK TABLE
4040,4040,DR5/FSMM0/SI1944.WAV,sample4041.WAV,sample4041,SI1944,THE FORMER SCOUT'S ALIBI COULDN'T BE SHAKEN
4041,4041,DR5/FSMM0/SX144.WAV,sample4042.WAV,sample4042,SX144,THE WILLOWY WOMAN WORE A MUSKRAT COAT
4042,4042,DR5/FSMM0/SX234.WAV,sample4043.WAV,sample4043,SX234,THE PAPER BOY BOUGHT TWO APPLES AND THREE ICES
